# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-2.0872286972	0.0561875461	0.0562593774	0.0566593636	0.0564096082	0.0563997608	0.0565804516	0.0566909911	0.0564005539	0.0567886065	0.0562405173
-2.0468246568	0.0578870883	0.0577341043	0.0584554463	0.0579331529	0.0581574702	0.0584657742	0.0581689752	0.0581035638	0.0582177637	0.0580495969
-2.0064206164	0.0593939674	0.0595224880	0.0597769559	0.0595682709	0.0597737734	0.0599937605	0.0600547411	0.0598682867	0.0597581569	0.0594599307
-1.9660165759	0.0609479131	0.0610810797	0.0613826617	0.0610089467	0.0615316709	0.0615138787	0.0617675112	0.0614219889	0.0613691029	0.0610656946
-1.9256125355	0.0625317538	0.0628403383	0.0632602461	0.0627276196	0.0628606842	0.0631070528	0.0633235630	0.0630100485	0.0633194538	0.0627926646
-1.8852084951	0.0640965022	0.0641057825	0.0644122442	0.0643191806	0.0644827166	0.0646976174	0.0648500553	0.0645028935	0.0646327903	0.0643672750
-1.8448044547	0.0657686696	0.0656935102	0.0660022157	0.0657950946	0.0659699541	0.0660728358	0.0662338696	0.0660435816	0.0660878652	0.0660346343
-1.8044004143	0.0672537496	0.0672616729	0.0677517915	0.0670454171	0.0673986631	0.0676806623	0.0675816414	0.0678433774	0.0675011783	0.0675285987
-1.7639963739	0.0685280776	0.0686647120	0.0691291918	0.0685791104	0.0688976933	0.0688471561	0.0691295760	0.0691367088	0.0690886306	0.0690976610
-1.7235923335	0.0699681679	0.0701777041	0.0704498259	0.0700199200	0.0700789918	0.0703426321	0.0705632313	0.0704781902	0.0704321275	0.0703553670
-1.6831882931	0.0711550431	0.0714554114	0.0718441645	0.0713419492	0.0714491485	0.0716799353	0.0718864048	0.0720092686	0.0718259754	0.0717416634
-1.6427842527	0.0724750900	0.0726864195	0.0729221987	0.0727443213	0.0728588524	0.0730392403	0.0730630825	0.0732401870	0.0731259084	0.0731704549
-1.6023802123	0.0740156656	0.0741622846	0.0741965106	0.0740331239	0.0742818735	0.0744267936	0.0745239431	0.0746799463	0.0744877101	0.0744556093
-1.5619761719	0.0751179024	0.0755715204	0.0756509356	0.0753158764	0.0755952080	0.0758395098	0.0756691664	0.0759856923	0.0758282751	0.0756442971
-1.5215721315	0.0765574385	0.0767835335	0.0768982984	0.0768619866	0.0766980104	0.0768848047	0.0766592826	0.0769705283	0.0770541923	0.0768651661
-1.4811680911	0.0777412508	0.0781379838	0.0780965490	0.0779879873	0.0779508169	0.0780814485	0.0779184859	0.0781001673	0.0782130160	0.0781795747
-1.4407640507	0.0786993484	0.0791878838	0.0793329915	0.0791065595	0.0789644825	0.0793359861	0.0793323681	0.0796999157	0.0793265293	0.0793665968
-1.4003600103	0.0800848688	0.0801038476	0.0802742560	0.0802659221	0.0801110700	0.0802110911	0.0804279227	0.0803995965	0.0802244398	0.0802707413
-1.3599559699	0.0809299571	0.0809297937	0.0810931364	0.0810047822	0.0809798733	0.0811785134	0.0810125666	0.0815510424	0.0811718457	0.0811642156
-1.3195519295	0.0817621401	0.0818012560	0.0817204354	0.0820019987	0.0817460180	0.0818509519	0.0819384882	0.0818381917	0.0820212370	0.0818695892
-1.2791478891	0.0820920809	0.0820699131	0.0821773119	0.0821805451	0.0824554595	0.0822593430	0.0821812973	0.0824336560	0.0823671687	0.0821479042
-1.2387438487	0.0820289276	0.0823513637	0.0824651215	0.0822789380	0.0824529191	0.0823143440	0.0826278369	0.0823979083	0.0825195060	0.0823449745
-1.1983398083	0.0818697405	0.0821238228	0.0821498031	0.0822114645	0.0822240320	0.0819952619	0.0822838089	0.0820726060	0.0822184525	0.0820947063
-1.1579357679	0.0813896789	0.0815820864	0.0816803336	0.0818493533	0.0818239938	0.0816024726	0.0817711056	0.0818270077	0.0816812335	0.0814797003
-1.1175317275	0.0808281184	0.0810135629	0.0811667472	0.0812995427	0.0810991850	0.0810857666	0.0809981377	0.0811469951	0.0810865100	0.0812729014
-1.0771276871	0.0804626690	0.0806679041	0.0806451605	0.0809800181	0.0808803773	0.0806107331	0.0807216258	0.0807885829	0.0808528295	0.0808099822
-1.0367236467	0.0804299431	0.0802298962	0.0806563070	0.0809636873	0.0807439464	0.0806037725	0.0807549620	0.0808409063	0.0809111629	0.0807149097
-0.9963196063	0.0809644957	0.0810995558	0.0810110310	0.0813991074	0.0810383705	0.0808791016	0.0809250774	0.0810528327	0.0813152325	0.0810686408
-0.9559155658	0.0819461713	0.0820275702	0.0820635979	0.0826759707	0.0821600185	0.0820330576	0.0822352743	0.0821468271	0.0824039251	0.0822584023
-0.9155115254	0.0834524250	0.0837836959	0.0836409144	0.0842835050	0.0837632490	0.0837641356	0.0838013327	0.0838392802	0.0840107567	0.0837929844
-0.8751074850	0.0850681198	0.0855375004	0.0858029722	0.0862873013	0.0858454813	0.0856740933	0.0857299980	0.0857845386	0.0861546401	0.0858728963
-0.8347034446	0.0874009968	0.0878268104	0.0879476587	0.0881592113	0.0878345303	0.0879126301	0.0879264734	0.0880280348	0.0883718567	0.0879840706
-0.7942994042	0.0890801776	0.0900693748	0.0898446322	0.0904465105	0.0897824518	0.0900952389	0.0899125773	0.0898297577	0.0905703116	0.0900001728
-0.7538953638	0.0907017746	0.0919206553	0.0918914651	0.0921510785	0.0916551431	0.0917994704	0.0915160314	0.0915728820	0.0923514833	0.0920438425
-0.7134913234	0.0917473570	0.0933831332	0.0935551064	0.0937212485	0.0932122080	0.0933015504	0.0931074608	0.0933533744	0.0937313055	0.0934890953
-0.6730872830	0.0928677257	0.0944544169	0.0947310076	0.0949690130	0.0943863940	0.0944758883	0.0943773330	0.0943971932	0.0950971118	0.0946902266
-0.6326832426	0.0935838104	0.0955292841	0.0955505600	0.0957950412	0.0953223746	0.0952740212	0.0954869823	0.0953219358	0.0959650765	0.0955006723
-0.5922792022	0.0942401159	0.0960947957	0.0963015985	0.0968719247	0.0960084782	0.0961069702	0.0962697687	0.0960570454	0.0967269651	0.0960524701
