# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-2.0133949548	0.0593312413	0.0591059891	0.0594061492	0.0593264612	0.0596602191	0.0592713236	0.0595123917	0.0599682536	0.0590258445	0.0595256341
-1.9729909144	0.0610446798	0.0608004288	0.0610358355	0.0608230845	0.0614110297	0.0608701661	0.0611464168	0.0615960481	0.0608422500	0.0609450802
-1.9325868740	0.0624925336	0.0623345802	0.0627024587	0.0626738974	0.0629367361	0.0625080938	0.0628687881	0.0630396505	0.0623577582	0.0625662310
-1.8921828336	0.0642946607	0.0637250363	0.0642657092	0.0638040086	0.0643639826	0.0641759057	0.0642926647	0.0645176008	0.0637469145	0.0639062378
-1.8517787932	0.0657116417	0.0654208123	0.0657506870	0.0655004371	0.0659771777	0.0656252782	0.0658212184	0.0660017194	0.0655034344	0.0656036110
-1.8113747528	0.0670157308	0.0667164614	0.0671203932	0.0667152062	0.0673322129	0.0673568968	0.0673446593	0.0672771998	0.0669638139	0.0669687676
-1.7709707124	0.0686218814	0.0682801269	0.0686292924	0.0681644527	0.0688303983	0.0685215579	0.0687414671	0.0687462725	0.0683736854	0.0684675311
-1.7305666720	0.0700119567	0.0694793324	0.0701597363	0.0697645203	0.0703224530	0.0704363254	0.0702265144	0.0701994218	0.0697299021	0.0698132350
-1.6901626316	0.0711889342	0.0709762253	0.0715262660	0.0712357335	0.0715034842	0.0716822728	0.0715539673	0.0714965934	0.0709410319	0.0710797056
-1.6497585912	0.0726536485	0.0725204257	0.0728341788	0.0727868750	0.0730118379	0.0729866505	0.0727265604	0.0729785091	0.0723676054	0.0727143871
-1.6093545508	0.0741277619	0.0738092639	0.0741004669	0.0740457697	0.0742472993	0.0741026557	0.0742155387	0.0740462099	0.0734996628	0.0740440754
-1.5689505104	0.0755134635	0.0746611771	0.0756256650	0.0754123340	0.0756437201	0.0754132878	0.0752728018	0.0757489488	0.0749763879	0.0752745942
-1.5285464700	0.0768158366	0.0762441668	0.0766992478	0.0764563206	0.0768304089	0.0767264417	0.0767395870	0.0770821794	0.0762689457	0.0765640893
-1.4881424296	0.0777711111	0.0775003363	0.0778701259	0.0776041358	0.0779500808	0.0778700877	0.0777520752	0.0779920268	0.0774764878	0.0777061870
