# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-2.0558955633	0.0576327736	0.0574442392	0.0576571536	0.0574697164	0.0575346254	0.0577096677	0.0574575729	0.0575990880	0.0577090212	0.0576024432
-2.0154915229	0.0594257370	0.0591290063	0.0592694268	0.0588986761	0.0593435670	0.0596557242	0.0593071712	0.0591156665	0.0592842843	0.0592429298
-1.9750874825	0.0607004622	0.0608872954	0.0608491452	0.0606219710	0.0609670495	0.0611946861	0.0610284937	0.0608626115	0.0609638474	0.0606001469
-1.9346834421	0.0625413037	0.0624830996	0.0622930776	0.0622284593	0.0625086514	0.0629766560	0.0623786953	0.0623087202	0.0623627246	0.0624792770
-1.8942794017	0.0641301243	0.0640081725	0.0639349965	0.0639277403	0.0638459865	0.0642048619	0.0638456210	0.0640740399	0.0640832322	0.0638937934
-1.8538753613	0.0652824562	0.0656921766	0.0655363251	0.0655457423	0.0654806815	0.0658039711	0.0655379198	0.0655163367	0.0656213558	0.0656719863
-1.8134713209	0.0669026933	0.0670646592	0.0669162563	0.0670622692	0.0670069711	0.0674519560	0.0670192421	0.0671508024	0.0671954373	0.0670652088
-1.7730672804	0.0685723432	0.0682980565	0.0685537177	0.0684850506	0.0685116059	0.0688539362	0.0685428445	0.0685657561	0.0687022562	0.0684264972
-1.7326632400	0.0698111999	0.0695645618	0.0698664748	0.0700126432	0.0697564741	0.0701656093	0.0699736763	0.0698358441	0.0699640725	0.0699937426
-1.6922591996	0.0712979682	0.0710121619	0.0711994091	0.0711629242	0.0712770756	0.0716524421	0.0715381974	0.0712852868	0.0714253366	0.0714561130
-1.6518551592	0.0726044742	0.0725225424	0.0726967928	0.0726593428	0.0725016642	0.0728395175	0.0727590306	0.0727631228	0.0727065316	0.0726188681
-1.6114511188	0.0737489429	0.0736758627	0.0740640168	0.0740847685	0.0737668117	0.0743031441	0.0741707657	0.0739489585	0.0739461620	0.0738281853
-1.5710470784	0.0750416482	0.0750349729	0.0753751130	0.0751919925	0.0754034191	0.0753310372	0.0754326322	0.0751866383	0.0752858218	0.0753092572
-1.5306430380	0.0764506683	0.0763147607	0.0768578263	0.0765193011	0.0766066056	0.0766508177	0.0766245212	0.0765435857	0.0765536580	0.0767558431
-1.4902389976	0.0776081463	0.0774284614	0.0778916999	0.0777855566	0.0777172660	0.0778129322	0.0779343076	0.0774830529	0.0777760002	0.0778423688
-1.4498349572	0.0787094210	0.0786966023	0.0789684831	0.0787484501	0.0787987147	0.0792473512	0.0789992850	0.0789264900	0.0788271832	0.0789909641
-1.4094309168	0.0800325546	0.0796137008	0.0799642460	0.0800296824	0.0798762705	0.0800304068	0.0801793964	0.0796982108	0.0798713966	0.0800265867
-1.3690268764	0.0807072820	0.0805385102	0.0809855884	0.0807639750	0.0808533323	0.0810171136	0.0810579075	0.0805588411	0.0809008050	0.0808690014
-1.3286228360	0.0816009173	0.0811261178	0.0815455350	0.0813680145	0.0816096227	0.0816260389	0.0818916724	0.0812746432	0.0816431355	0.0817545822
-1.2882187956	0.0821976969	0.0816266459	0.0820171675	0.0818619857	0.0818691501	0.0822466646	0.0820493086	0.0820982361	0.0819455432	0.0820141328
-1.2478147552	0.0820682187	0.0819954666	0.0822937979	0.0822106949	0.0821546413	0.0823463003	0.0823580404	0.0820686486	0.0822617707	0.0821139250
