# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.9869120671	0.0603497380	0.0606593288	0.0605820850	0.0604501721	0.0603426809	0.0604651778	0.0606617747	0.0604663489	0.0607485006	0.0605283998
-1.9465080267	0.0619776767	0.0620381727	0.0621674506	0.0622209673	0.0622453415	0.0620850138	0.0622620605	0.0620969557	0.0622335595	0.0621481816
-1.9061039863	0.0637268535	0.0636996906	0.0637578098	0.0635892348	0.0634826604	0.0637029255	0.0635513452	0.0635211339	0.0638436283	0.0638480893
-1.8656999459	0.0652727315	0.0652389754	0.0651639868	0.0652932526	0.0651543009	0.0650489550	0.0653399605	0.0649322271	0.0653554123	0.0653942196
-1.8252959055	0.0668504938	0.0666761293	0.0667842130	0.0664934692	0.0665675893	0.0667252563	0.0664396384	0.0666773338	0.0666697887	0.0668612438
-1.7848918651	0.0679790998	0.0681555626	0.0681997559	0.0681728464	0.0681625881	0.0681255033	0.0680028973	0.0679493653	0.0680231528	0.0683773980
-1.7444878247	0.0696450812	0.0695452873	0.0698086646	0.0694147192	0.0696120014	0.0694886186	0.0694769593	0.0694179418	0.0694813973	0.0697471016
-1.7040837843	0.0709109398	0.0708733209	0.0710499832	0.0708473856	0.0708831114	0.0709655676	0.0709271842	0.0708180329	0.0711029413	0.0710628745
-1.6636797439	0.0721891609	0.0723161027	0.0723009816	0.0722526645	0.0722035076	0.0723658088	0.0721064976	0.0722120027	0.0722982481	0.0724122471
-1.6232757035	0.0736827839	0.0736855595	0.0737497642	0.0735092829	0.0736380940	0.0735866090	0.0736099067	0.0734848510	0.0739127524	0.0740144590
-1.5828716631	0.0746608790	0.0751278482	0.0753391844	0.0746199165	0.0749643660	0.0750311103	0.0749677690	0.0749978038	0.0751758301	0.0752242786
-1.5424676227	0.0759084433	0.0764765710	0.0762759871	0.0760604228	0.0761141475	0.0760893053	0.0760245407	0.0761235498	0.0763505102	0.0764909529
-1.5020635823	0.0771497445	0.0774484473	0.0775565901	0.0771350676	0.0770675708	0.0773394839	0.0772105778	0.0771978212	0.0775490172	0.0774975832
-1.4616595418	0.0784849204	0.0786634339	0.0786502054	0.0786083998	0.0781667916	0.0785079553	0.0782785471	0.0786555831	0.0785908795	0.0787475843
-1.4212555014	0.0795510122	0.0798147543	0.0795064008	0.0795541882	0.0794644553	0.0796758507	0.0794631252	0.0795355686	0.0796990772	0.0796950715
-1.3808514610	0.0803339634	0.0806587957	0.0805572719	0.0806867438	0.0807036993	0.0806726108	0.0804110689	0.0806927165	0.0807404504	0.0807860852
-1.3404474206	0.0813659091	0.0812945020	0.0815252927	0.0815291401	0.0814691009	0.0814520443	0.0811689160	0.0816430874	0.0815012301	0.0815307992
-1.3000433802	0.0817861192	0.0820157943	0.0822930829	0.0818759176	0.0819467098	0.0819907820	0.0819978569	0.0821808355	0.0823700129	0.0821546646
-1.2596393398	0.0820521457	0.0825859892	0.0824313462	0.0821839767	0.0822704082	0.0822782043	0.0819016228	0.0824405759	0.0823268176	0.0823905686
-1.2192352994	0.0819804107	0.0822881114	0.0821876544	0.0823279585	0.0822106384	0.0822479269	0.0821003472	0.0823574455	0.0823985642	0.0824797220
-1.1788312590	0.0817863857	0.0820604702	0.0821245867	0.0818725923	0.0820757055	0.0821680486	0.0816132757	0.0820510967	0.0821657764	0.0819944154
-1.1384272186	0.0812543068	0.0815336479	0.0817649637	0.0813177931	0.0815261739	0.0814277678	0.0812802516	0.0815439733	0.0815394420	0.0814970776
-1.0980231782	0.0808155461	0.0809353196	0.0808372255	0.0806460504	0.0809536948	0.0806976566	0.0806419291	0.0809694542	0.0810507893	0.0811235646
-1.0576191378	0.0805019221	0.0808329160	0.0804648463	0.0804075063	0.0806736356	0.0806479047	0.0805586064	0.0808054087	0.0807641523	0.0808676919
-1.0172150974	0.0807638713	0.0810687519	0.0808408084	0.0807691274	0.0808636898	0.0806034229	0.0807834906	0.0809739544	0.0808679464	0.0811093753
-0.9768110570	0.0814915757	0.0817991656	0.0814313140	0.0814356122	0.0815723283	0.0811759680	0.0816760301	0.0815780242	0.0818269361	0.0815703509
-0.9364070166	0.0828006355	0.0831918743	0.0828483536	0.0827973076	0.0828441704	0.0826432297	0.0830722406	0.0828885518	0.0830463202	0.0830013550
-0.8960029762	0.0844803082	0.0849256868	0.0846694260	0.0846355295	0.0850307128	0.0847006712	0.0850018390	0.0849775777	0.0848318094	0.0849772813
-0.8555989358	0.0862735304	0.0870985000	0.0867540808	0.0865582199	0.0869961469	0.0863698531	0.0870418303	0.0867707044	0.0868456680	0.0870706357
-0.8151948954	0.0884264422	0.0892693707	0.0887548735	0.0888649399	0.0890569908	0.0886589949	0.0888566442	0.0887988521	0.0891443419	0.0890085781
-0.7747908550	0.0899846051	0.0909652694	0.0909540594	0.0907472542	0.0908468980	0.0905598111	0.0910887723	0.0909931777	0.0911332317	0.0908621950
-0.7343868146	0.0913321006	0.0927797931	0.0926372336	0.0925146039	0.0925115192	0.0923082486	0.0927608786	0.0925771693	0.0926544195	0.0927236232
-0.6939827742	0.0924905295	0.0939161152	0.0940588995	0.0937567633	0.0938944541	0.0938423481	0.0941207402	0.0939559090	0.0942987633	0.0937223038
-0.6535787338	0.0935203245	0.0948848118	0.0950496175	0.0947556581	0.0951072241	0.0949361810	0.0949164099	0.0949613723	0.0951468111	0.0949244803
-0.6131746934	0.0940754716	0.0957199732	0.0958484477	0.0956116028	0.0958353726	0.0958501788	0.0960275904	0.0959779320	0.0959605930	0.0957047276
-0.5727706530	0.0947853035	0.0965779029	0.0966714261	0.0963502236	0.0963912929	0.0963307145	0.0967826840	0.0965329212	0.0965285266	0.0965711021
-0.5323666126	0.0950289000	0.0969366772	0.0970463576	0.0968525655	0.0968428111	0.0967263410	0.0972815640	0.0971960053	0.0969197110	0.0968011198
-0.4919625722	0.0957996972	0.0973756701	0.0974610692	0.0974494273	0.0972677148	0.0976819391	0.0978607159	0.0976250603	0.0975681284	0.0973153564
-0.4515585317	0.0960710001	0.0976596521	0.0979133955	0.0977626792	0.0976415937	0.0979654194	0.0980231273	0.0978579040	0.0978488708	0.0980014716
-0.4111544913	0.0964366345	0.0982609184	0.0980457020	0.0980298697	0.0981132372	0.0983939394	0.0982181642	0.0981293603	0.0983098849	0.0983681684
-0.3707504509	0.0965995775	0.0986265521	0.0988434026	0.0985400670	0.0984790617	0.0988361928	0.0985483756	0.0984882688	0.0988505603	0.0987356897
-0.3303464105	0.0968784830	0.0988087359	0.0988318278	0.0989760312	0.0987521563	0.0990777131	0.0988272153	0.0987320956	0.0990655568	0.0990355302
-0.2899423701	0.0971307546	0.0988457563	0.0990196412	0.0992041659	0.0989485433	0.0994457946	0.0990075004	0.0991133935	0.0992739822	0.0992740619
-0.2495383297	0.0973896392	0.0992799895	0.0991785205	0.0995341152	0.0992537148	0.0992972786	0.0991477488	0.0991993485	0.0993658087	0.0996060638
-0.2091342893	0.0975743051	0.0994760350	0.0994365799	0.0994046878	0.0991504890	0.0997452957	0.0993925813	0.0994659683	0.0997567172	0.0997900154
-0.1687302489	0.0977254638	0.0994903114	0.0998579187	0.0996542252	0.0994570545	0.0999455143	0.0993622621	0.0996166822	0.0998449685	0.0998673581
-0.1283262085	0.0979610404	0.0996831100	0.0997150293	0.0996829661	0.0996075577	0.1000786988	0.0994144975	0.0996442274	0.0999278761	0.1001146157
-0.0879221681	0.0977380376	0.0998721251	0.0997800240	0.0999388208	0.0996701934	0.1003405670	0.0993757494	0.0997255615	0.0999039574	0.1000653518
-0.0475181277	0.0980798182	0.0998443151	0.0997805963	0.1002971213	0.0998975762	0.1003967556	0.0996869730	0.0999805829	0.0998156614	0.0999904405
-0.0071140873	0.0980486388	0.1001700571	0.0999952025	0.1002167640	0.0999235361	0.1002183983	0.0996251512	0.0998770590	0.1001440856	0.0999203035
0.0332899531	0.0979963111	0.0998200958	0.0997662185	0.1001238932	0.0999422003	0.1002578115	0.0996428731	0.0999020200	0.1001382313	0.1001320954
0.0736939935	0.0980031286	0.0998327546	0.0995838653	0.0999592291	0.0997862510	0.1002002316	0.0995583782	0.0999539036	0.1000605579	0.0999989662
0.1140980339	0.0978234310	0.1000119727	0.0994401549	0.0998000112	0.0996674623	0.1001134745	0.0994286416	0.0998258058	0.0999815790	0.1000624245
0.1545020743	0.0978777328	0.0998568191	0.0996400820	0.0997560423	0.0996425287	0.1000032485	0.0992604645	0.0996249349	0.0998872279	0.0998600725
0.1949061147	0.0977904118	0.0997106830	0.0992838900	0.0995178394	0.0994226224	0.0996475751	0.0991838711	0.0994961442	0.0995650096	0.0995179585
0.2353101551	0.0975280127	0.0996996383	0.0990848447	0.0993315727	0.0991857608	0.0997318307	0.0991106697	0.0993684683	0.0996776108	0.0994954140
0.2757141955	0.0974199798	0.0994331280	0.0988179450	0.0992173192	0.0990671267	0.0994392625	0.0990661259	0.0991065256	0.0995463134	0.0990644154
0.3161182359	0.0972017246	0.0992204946	0.0985967347	0.0988341043	0.0986741982	0.0992287129	0.0985069859	0.0988719847	0.0994308725	0.0988335068
0.3565222763	0.0967753355	0.0991691814	0.0982468019	0.0988006522	0.0984451406	0.0988766584	0.0982744758	0.0987048958	0.0991912802	0.0988300870
0.3969263167	0.0965519493	0.0989049463	0.0981387242	0.0983207408	0.0981120078	0.0985712986	0.0977534920	0.0984419962	0.0986691244	0.0983919985
0.4373303571	0.0963103995	0.0984342430	0.0977725358	0.0979206719	0.0977516516	0.0982602502	0.0974299845	0.0980178528	0.0981644092	0.0977411526
0.4777343975	0.0959504312	0.0979802679	0.0974423070	0.0975274815	0.0973307776	0.0977797963	0.0973179693	0.0974969894	0.0977684336	0.0975496007
0.5181384380	0.0956478096	0.0977383328	0.0970240262	0.0971847678	0.0973538446	0.0976908238	0.0972257575	0.0970443857	0.0972710053	0.0970256360
0.5585424784	0.0951936595	0.0973593046	0.0966996576	0.0969435878	0.0969180934	0.0971656632	0.0964564944	0.0970424362	0.0967743304	0.0966762521
0.5989465188	0.0946823148	0.0967801176	0.0960212328	0.0966164266	0.0959919108	0.0965789565	0.0960641199	0.0965170299	0.0964497402	0.0964489723
0.6393505592	0.0942100041	0.0963312756	0.0958438617	0.0961176109	0.0958060631	0.0963590642	0.0957716095	0.0958145199	0.0957043047	0.0960505154
0.6797545996	0.0938550322	0.0957799832	0.0954009748	0.0953352419	0.0953920793	0.0959700368	0.0953286571	0.0956818051	0.0954134266	0.0954002562
0.7201586400	0.0934983928	0.0953330499	0.0948860525	0.0946943097	0.0946554095	0.0953545191	0.0945483621	0.0952467312	0.0948768893	0.0947876353
0.7605626804	0.0933085281	0.0946119506	0.0941716402	0.0942656080	0.0940820171	0.0942960790	0.0938123405	0.0943412204	0.0942653855	0.0943860520
0.8009667208	0.0929637396	0.0941062725	0.0935102650	0.0936418191	0.0934472014	0.0938285205	0.0931797041	0.0939134338	0.0936432773	0.0936282865
0.8413707612	0.0924756428	0.0933215194	0.0928965075	0.0929209801	0.0929893711	0.0932381337	0.0925876202	0.0932107006	0.0930294957	0.0929205320
0.8817748016	0.0920538370	0.0928433782	0.0922862087	0.0921647544	0.0919699468	0.0925688420	0.0918071422	0.0923044181	0.0922204359	0.0920347412
0.9221788420	0.0912937663	0.0920251502	0.0914096825	0.0911785890	0.0912840542	0.0916962766	0.0910450847	0.0916577730	0.0914838712	0.0915297808
0.9625828824	0.0907319838	0.0911004585	0.0908284787	0.0905824442	0.0906150268	0.0911703165	0.0902332101	0.0909369210	0.0906056605	0.0907303802
1.0029869228	0.0899975420	0.0902638755	0.0901743562	0.0895962827	0.0897681545	0.0903198952	0.0894770954	0.0902648560	0.0897778509	0.0898885365
1.0433909632	0.0891006362	0.0895529386	0.0893240649	0.0888662850	0.0886371153	0.0891702773	0.0883958132	0.0896472718	0.0888353959	0.0892803886
1.0837950036	0.0883464057	0.0888528393	0.0882400556	0.0880451311	0.0879827659	0.0885444913	0.0877444002	0.0887366581	0.0882883054	0.0883496898
1.1241990440	0.0874706884	0.0877262056	0.0874210488	0.0871285837	0.0869823240	0.0876035180	0.0869135617	0.0877569076	0.0874016393	0.0873888200
1.1646030844	0.0864655102	0.0867299820	0.0863891880	0.0863274427	0.0862126860	0.0863929870	0.0860981571	0.0868158081	0.0864717615	0.0862620858
1.2050071248	0.0854952859	0.0859293171	0.0855552024	0.0851816194	0.0853158571	0.0854037441	0.0851546872	0.0856640840	0.0855299021	0.0854297790
1.2454111652	0.0842644670	0.0846448627	0.0845387908	0.0841341115	0.0841654780	0.0845127754	0.0842160769	0.0848961569	0.0843914135	0.0845123844
1.2858152056	0.0834559209	0.0837664959	0.0835048996	0.0832133578	0.0833366537	0.0833336967	0.0831994787	0.0835938900	0.0836231649	0.0834073592
1.3262192460	0.0824004677	0.0825229169	0.0825813878	0.0824220321	0.0823240516	0.0824799679	0.0820560924	0.0825502732	0.0822419210	0.0824680893
1.3666232864	0.0810683764	0.0814464907	0.0814802698	0.0812524160	0.0810649070	0.0813334270	0.0810883525	0.0815630005	0.0811369507	0.0811864756
1.4070273268	0.0800339176	0.0804854495	0.0805794623	0.0802283295	0.0798907816	0.0802537490	0.0801092432	0.0802316300	0.0801464964	0.0801122755
1.4474313672	0.0789154346	0.0791854477	0.0793953926	0.0792625534	0.0788969609	0.0792953155	0.0788713961	0.0790053930	0.0789480482	0.0788725941
1.4878354076	0.0777703142	0.0779454023	0.0782841004	0.0778743055	0.0776537754	0.0778423177	0.0777056104	0.0779148762	0.0778915137	0.0779059829
1.5282394481	0.0766123520	0.0769317591	0.0769887768	0.0764892552	0.0764874104	0.0767682474	0.0762563728	0.0766519876	0.0766987778	0.0766429710
1.5686434885	0.0754859031	0.0753702688	0.0757828264	0.0753328361	0.0751829582	0.0751903552	0.0750040534	0.0754088562	0.0752594120	0.0753759207
1.6090475289	0.0742381911	0.0744112365	0.0743287469	0.0738650826	0.0738836535	0.0741648046	0.0739965476	0.0740303190	0.0741030532	0.0740611015
1.6494515693	0.0728118684	0.0727474647	0.0728043070	0.0726330995	0.0728533241	0.0727914623	0.0726200589	0.0728384446	0.0728299558	0.0726961739
1.6898556097	0.0713497609	0.0715471802	0.0715722774	0.0710172692	0.0714245343	0.0713543207	0.0711939569	0.0716851004	0.0714975533	0.0714453757
1.7302596501	0.0700297159	0.0702270499	0.0701130262	0.0698405605	0.0699030795	0.0701284057	0.0697264895	0.0700871577	0.0700887702	0.0701966176
1.7706636905	0.0687988939	0.0686674184	0.0687846434	0.0685562223	0.0685165289	0.0685935756	0.0684230583	0.0685918765	0.0688162207	0.0685714493
1.8110677309	0.0674234517	0.0671341542	0.0672176846	0.0669892707	0.0673078382	0.0673717086	0.0671621393	0.0672620055	0.0673859644	0.0671707013
1.8514717713	0.0659585876	0.0655941938	0.0659600956	0.0655253835	0.0655758501	0.0657339542	0.0654143753	0.0655446688	0.0658922508	0.0657389362
1.8918758117	0.0645721073	0.0640615201	0.0642337482	0.0640960247	0.0643885668	0.0642015597	0.0639717273	0.0641028887	0.0644884651	0.0641380595
1.9322798521	0.0627870321	0.0625617954	0.0625661296	0.0627774037	0.0625724854	0.0626427843	0.0624226210	0.0628663994	0.0632178007	0.0626915014
1.9726838925	0.0614639219	0.0608896731	0.0612803602	0.0609757277	0.0612614533	0.0612495996	0.0609014256	0.0612083190	0.0615605508	0.0608465702
2.0130879329	0.0597842192	0.0594171948	0.0594871834	0.0595859736	0.0594827138	0.0594048215	0.0591561382	0.0595154621	0.0598385435	0.0594178009
