# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.9569355232	0.0615116860	0.0619536064	0.0615266042	0.0620519581	0.0620356637	0.0616825959	0.0614716652	0.0617698215	0.0616649684	0.0616523379
-1.9165314828	0.0629008305	0.0633910609	0.0630679232	0.0636958129	0.0633100411	0.0634393566	0.0630255579	0.0635332024	0.0632250688	0.0631456268
-1.8761274424	0.0646616356	0.0649171192	0.0646769923	0.0653320011	0.0649541717	0.0647643451	0.0644501363	0.0648739343	0.0646789374	0.0645345249
-1.8357234020	0.0662447764	0.0665225310	0.0661915678	0.0666936203	0.0662627625	0.0663086990	0.0662644844	0.0664646008	0.0660930300	0.0660951074
-1.7953193616	0.0676613998	0.0676487601	0.0673964145	0.0682781813	0.0677113884	0.0676217173	0.0676131874	0.0677338028	0.0675002086	0.0679143854
-1.7549153212	0.0691040620	0.0692969462	0.0691423933	0.0694975852	0.0692295028	0.0693442933	0.0690431997	0.0692689933	0.0689141019	0.0692117293
-1.7145112808	0.0703959943	0.0706065356	0.0704689184	0.0712043485	0.0705840641	0.0705297513	0.0704722522	0.0707226372	0.0706431221	0.0706950201
-1.6741072404	0.0718251786	0.0722629803	0.0718766542	0.0722689656	0.0721567087	0.0720613935	0.0719416449	0.0720188326	0.0718915451	0.0718557532
-1.6337032000	0.0731910336	0.0732472904	0.0731037411	0.0736983806	0.0736483369	0.0734497961	0.0731034220	0.0734207192	0.0731355921	0.0732127460
-1.5932991596	0.0743846220	0.0745034808	0.0746732326	0.0747506335	0.0748505680	0.0746922169	0.0744016581	0.0745873226	0.0744534610	0.0744402745
-1.5528951192	0.0757509763	0.0754275639	0.0758119618	0.0762105367	0.0760975231	0.0759255587	0.0759201762	0.0758753559	0.0755740332	0.0757521243
-1.5124910788	0.0771171783	0.0768771219	0.0770434834	0.0773780635	0.0774237862	0.0773284444	0.0770143812	0.0770677184	0.0770021465	0.0768560314
-1.4720870384	0.0782020613	0.0781881379	0.0780840000	0.0786197733	0.0784177266	0.0782155852	0.0780902115	0.0783071495	0.0779573833	0.0780466733
-1.4316829980	0.0795003856	0.0792756362	0.0792255599	0.0798962639	0.0796302060	0.0794002831	0.0793241473	0.0791904978	0.0790343230	0.0794684899
-1.3912789576	0.0804274888	0.0804720317	0.0803244914	0.0808616628	0.0806733923	0.0805044357	0.0803647989	0.0802730191	0.0800250340	0.0804339483
-1.3508749172	0.0813166949	0.0810358474	0.0812017453	0.0817876261	0.0814542662	0.0814840921	0.0811762954	0.0813065699	0.0808654021	0.0810339303
-1.3104708767	0.0819943281	0.0817075016	0.0816966687	0.0823834231	0.0820936610	0.0821798442	0.0819105455	0.0818302229	0.0812964814	0.0816951217
-1.2700668363	0.0821937164	0.0823457191	0.0822675009	0.0825623275	0.0825306925	0.0825644581	0.0823171415	0.0820525372	0.0819009294	0.0820847085
-1.2296627959	0.0822262805	0.0823811900	0.0824097817	0.0827380547	0.0825680428	0.0824178666	0.0822475003	0.0824675184	0.0820135282	0.0822211752
-1.1892587555	0.0820810781	0.0821564964	0.0820410382	0.0822751654	0.0822478079	0.0823486798	0.0824314374	0.0820886203	0.0817805609	0.0819441946
-1.1488547151	0.0815083800	0.0817520996	0.0817181255	0.0820271540	0.0816535583	0.0816764010	0.0817457320	0.0816904454	0.0812110588	0.0816212450
-1.1084506747	0.0810343287	0.0811296175	0.0810603988	0.0814323627	0.0812572863	0.0812064868	0.0811843248	0.0812590593	0.0807235694	0.0810464255
-1.0680466343	0.0807157377	0.0805905136	0.0805660258	0.0811333925	0.0808412575	0.0807684828	0.0808659914	0.0806498433	0.0804044178	0.0806901919
-1.0276425939	0.0809049902	0.0810383289	0.0804720378	0.0810370843	0.0807407309	0.0808888770	0.0810421131	0.0806256516	0.0805232921	0.0806547284
-0.9872385535	0.0814217107	0.0812009878	0.0809442643	0.0819875055	0.0815649505	0.0815811189	0.0816228979	0.0814126067	0.0808542944	0.0813275771
-0.9468345131	0.0826284288	0.0826851086	0.0824628797	0.0828131806	0.0827657673	0.0826036689	0.0825619485	0.0825503356	0.0825137764	0.0826655411
-0.9064304727	0.0842453523	0.0842654278	0.0840970445	0.0845772014	0.0844927928	0.0845260316	0.0844910198	0.0843332959	0.0840130059	0.0843927957
-0.8660264323	0.0861317668	0.0860910284	0.0863875990	0.0868069905	0.0867062069	0.0863764836	0.0861708829	0.0865559517	0.0862778440	0.0865711059
-0.8256223919	0.0879858501	0.0886334467	0.0882094907	0.0891809864	0.0888684308	0.0884772554	0.0885701954	0.0883770373	0.0884089643	0.0887083691
-0.7852183515	0.0897899770	0.0905856105	0.0903706777	0.0910267052	0.0907592249	0.0906144330	0.0904525149	0.0906760007	0.0906514666	0.0904869850
-0.7448143111	0.0914160383	0.0919997359	0.0922701019	0.0927997528	0.0925108424	0.0922629907	0.0922798855	0.0923410624	0.0921932191	0.0923905254
-0.7044102707	0.0925691964	0.0933731406	0.0937267609	0.0941966995	0.0940102287	0.0937797678	0.0937753059	0.0938968887	0.0934493493	0.0936633555
-0.6640062303	0.0935677122	0.0946113689	0.0948233587	0.0953972073	0.0950218896	0.0949713638	0.0948322647	0.0949819082	0.0948184653	0.0947609596
-0.6236021899	0.0940172768	0.0954615184	0.0956061637	0.0961380607	0.0958488581	0.0958691700	0.0958105935	0.0957916777	0.0958226943	0.0955939601
-0.5831981495	0.0948383883	0.0962354167	0.0961346612	0.0966934446	0.0964625869	0.0965508582	0.0965419450	0.0965556003	0.0964575370	0.0962002923
-0.5427941091	0.0954708254	0.0965729295	0.0966605959	0.0976025910	0.0970643156	0.0972502694	0.0968893879	0.0967797494	0.0969795099	0.0970748159
-0.5023900687	0.0958229384	0.0970488479	0.0971526636	0.0980177006	0.0975995268	0.0976624370	0.0974504047	0.0974935107	0.0973835094	0.0971454030
-0.4619860283	0.0962486467	0.0975481712	0.0977040983	0.0982796742	0.0982097936	0.0980121130	0.0978249702	0.0980351073	0.0975487695	0.0979430998
-0.4215819879	0.0964579723	0.0977899901	0.0981149713	0.0986018236	0.0987715476	0.0983426983	0.0983101343	0.0983663206	0.0980012864	0.0981878393
-0.3811779475	0.0970955070	0.0984137013	0.0982752163	0.0988728459	0.0988476008	0.0986539055	0.0984696830	0.0986770262	0.0984670216	0.0983673836
-0.3407739071	0.0970548955	0.0985585915	0.0987388171	0.0994936788	0.0994563966	0.0990894952	0.0987705574	0.0988126378	0.0987908664	0.0987723502
-0.3003698666	0.0973289873	0.0988117768	0.0990478069	0.0993941137	0.0995735825	0.0991888663	0.0991461870	0.0990903340	0.0988562714	0.0987795591
-0.2599658262	0.0972839940	0.0991632863	0.0991873382	0.0997784819	0.0997751769	0.0994090226	0.0994156527	0.0994330175	0.0992774963	0.0992686290
-0.2195617858	0.0977141466	0.0992149803	0.0994577841	0.0998905074	0.1000492662	0.0999266103	0.0995570632	0.0995789778	0.0993593078	0.0993825762
-0.1791577454	0.0977433981	0.0992327394	0.0995279897	0.0999123192	0.1000684041	0.1000206285	0.0996223366	0.0998396600	0.0995817860	0.0996656540
-0.1387537050	0.0977589844	0.0996249321	0.0997242245	0.1003551090	0.1002243951	0.0999984174	0.0995580188	0.0996399460	0.0996643873	0.0997284600
-0.0983496646	0.0981157013	0.0994667921	0.0998477398	0.1003415294	0.1001840504	0.1000373735	0.0998975096	0.1000578312	0.0998186931	0.0998212895
-0.0579456242	0.0981171056	0.0999505273	0.0996622601	0.1005508806	0.1002587901	0.1002555805	0.0998627959	0.0998381635	0.0999371898	0.0998223916
-0.0175415838	0.0980070376	0.0999602071	0.0999240346	0.1007148805	0.1001513284	0.1001398202	0.0998699250	0.1000805846	0.0998398685	0.0997819682
0.0228624566	0.0980881025	0.0999337349	0.0999044887	0.1004066337	0.1002950276	0.1001261001	0.0999199733	0.0999835081	0.1001463156	0.0996854010
0.0632664970	0.0979497701	0.0999258443	0.0998745243	0.1005620939	0.1000699392	0.1000600081	0.0999233874	0.0998883048	0.0998242783	0.0997689417
0.1036705374	0.0981766589	0.0996360996	0.0998772595	0.1003699201	0.1001280185	0.0999175137	0.0998640759	0.0999715873	0.0996957407	0.0994487439
0.1440745778	0.0981430196	0.0997303556	0.0997665389	0.1002890141	0.1000029164	0.1000192933	0.0997968191	0.0998807198	0.0996103013	0.0996977087
0.1844786182	0.0979623870	0.0994645463	0.0995982371	0.0998374616	0.0999298891	0.0999172563	0.0997085267	0.0999439914	0.0993431061	0.0995087437
0.2248826586	0.0976988787	0.0993113278	0.0994990871	0.0998945571	0.0993981482	0.0996398344	0.0994752760	0.0997121519	0.0992718883	0.0994872096
0.2652866990	0.0974448937	0.0993515267	0.0993212228	0.0996359353	0.0994188579	0.0996375000	0.0992499844	0.0993801026	0.0994133121	0.0995001172
0.3056907394	0.0973441160	0.0988290300	0.0993190019	0.0996779260	0.0989845644	0.0993094940	0.0988155890	0.0991176171	0.0991495821	0.0990117343
