# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.9762534216	0.0609696061	0.0610070349	0.0606213499	0.0608869952	0.0607145045	0.0609516590	0.0607500923	0.0611459181	0.0607963853	0.0609504718
-1.9358493812	0.0627052254	0.0625983271	0.0622439512	0.0625130604	0.0622941432	0.0625157372	0.0624227505	0.0623292982	0.0624433377	0.0625575841
-1.8954453408	0.0643107570	0.0639942584	0.0637983135	0.0640531955	0.0637387110	0.0641137040	0.0639988546	0.0642126354	0.0640913307	0.0639202677
-1.8550413004	0.0659956793	0.0654480981	0.0653052876	0.0652563899	0.0655299280	0.0654248586	0.0652645317	0.0654648593	0.0654908499	0.0655989125
-1.8146372600	0.0675021890	0.0670775886	0.0666026073	0.0667369593	0.0666854371	0.0671373264	0.0667016727	0.0670019272	0.0671255212	0.0671254187
-1.7742332196	0.0690624576	0.0685999616	0.0679416152	0.0683645451	0.0680195550	0.0687940083	0.0680619883	0.0685839390	0.0685611064	0.0684480371
-1.7338291792	0.0703947178	0.0698485840	0.0696348990	0.0696200403	0.0697201407	0.0699336783	0.0698565338	0.0699493597	0.0699243483	0.0700347617
-1.6934251388	0.0716247935	0.0712795890	0.0711090189	0.0710019430	0.0710815828	0.0716050131	0.0712401179	0.0714824516	0.0715090548	0.0715904169
-1.6530210984	0.0730256699	0.0725365138	0.0724292806	0.0723962409	0.0725231669	0.0727833373	0.0727345620	0.0726342541	0.0728752079	0.0729122352
-1.6126170580	0.0743434216	0.0738993973	0.0736238229	0.0739041812	0.0734159902	0.0740562631	0.0741076797	0.0740787718	0.0742378784	0.0742671396
-1.5722130176	0.0754639892	0.0750526637	0.0750009733	0.0753202900	0.0748410508	0.0755241961	0.0755271803	0.0752814895	0.0756433370	0.0753197596
-1.5318089772	0.0766898781	0.0763006533	0.0763368353	0.0765692297	0.0761233407	0.0767280494	0.0766660337	0.0765212316	0.0767155766	0.0763608564
-1.4914049368	0.0780283642	0.0775820210	0.0776261425	0.0775723824	0.0773519508	0.0778082517	0.0779758344	0.0778583922	0.0779215822	0.0775466853
-1.4510008964	0.0791654968	0.0788483768	0.0787911294	0.0788142450	0.0786650500	0.0790777618	0.0790131564	0.0790348638	0.0790870434	0.0787446529
-1.4105968560	0.0798522638	0.0799141637	0.0799358627	0.0797658296	0.0796035872	0.0800626918	0.0803457253	0.0801377585	0.0802839752	0.0799902099
-1.3701928156	0.0809825934	0.0807935642	0.0809655757	0.0807790178	0.0805320887	0.0810562851	0.0809451588	0.0808820838	0.0811744042	0.0807973860
-1.3297887752	0.0818257692	0.0816734148	0.0814051918	0.0815424479	0.0813169250	0.0815826709	0.0816354473	0.0816511961	0.0817281245	0.0814393890
-1.2893847347	0.0824016257	0.0821579954	0.0820660329	0.0819943326	0.0820429183	0.0821675128	0.0820924105	0.0821811209	0.0822508817	0.0821060814
