# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.9984683720	0.0602910578	0.0601430891	0.0603299992	0.0597363830	0.0602596669	0.0599055606	0.0600820493	0.0600339053	0.0600724410	0.0597006084
-1.9580643316	0.0618513224	0.0619418014	0.0614916230	0.0615127917	0.0619769430	0.0615760576	0.0615048434	0.0615644824	0.0617012169	0.0613562199
-1.9176602912	0.0632592870	0.0635208866	0.0633551229	0.0631332936	0.0634033275	0.0633966787	0.0630807728	0.0631430602	0.0631618510	0.0632104115
-1.8772562508	0.0649618548	0.0649927029	0.0647084203	0.0646615182	0.0649885480	0.0649448521	0.0646661567	0.0646768496	0.0646479291	0.0645753487
-1.8368522104	0.0662501954	0.0667713008	0.0663539157	0.0662136771	0.0664093059	0.0663180852	0.0661802206	0.0662604226	0.0662128939	0.0659148019
-1.7964481700	0.0679585464	0.0679701102	0.0677663243	0.0675384549	0.0678991258	0.0678550636	0.0675852608	0.0677059212	0.0677955133	0.0675226772
-1.7560441296	0.0692218856	0.0691845007	0.0690816785	0.0689403818	0.0691620080	0.0695174707	0.0689918223	0.0689724185	0.0692367489	0.0687669391
-1.7156400892	0.0706323438	0.0707325512	0.0706237813	0.0704129415	0.0706699221	0.0708744724	0.0702886993	0.0703777607	0.0705403542	0.0702489801
-1.6752360488	0.0719838353	0.0721131048	0.0719558812	0.0715528044	0.0717670264	0.0721974205	0.0716868101	0.0715627917	0.0719248134	0.0717964655
-1.6348320084	0.0734803119	0.0735707734	0.0730839553	0.0729835698	0.0734342668	0.0735269318	0.0731460625	0.0731577440	0.0733454356	0.0731227458
-1.5944279680	0.0745378654	0.0748406183	0.0744520257	0.0740794465	0.0745329142	0.0745755191	0.0746265555	0.0741894939	0.0745771026	0.0744443841
-1.5540239276	0.0759078056	0.0762615792	0.0758290340	0.0755587560	0.0758102109	0.0763134682	0.0759055447	0.0754732941	0.0757844620	0.0755578686
-1.5136198872	0.0770326186	0.0772995703	0.0770685420	0.0768033735	0.0770588471	0.0770933614	0.0770938596	0.0768069455	0.0769479869	0.0767908687
-1.4732158468	0.0782323716	0.0783999478	0.0779223270	0.0779299306	0.0783155442	0.0783323765	0.0781320310	0.0780512404	0.0781644191	0.0778285804
-1.4328118064	0.0794824323	0.0796997008	0.0791694086	0.0788339690	0.0794409339	0.0795810066	0.0793182708	0.0793395808	0.0794218962	0.0791795439
-1.3924077660	0.0802752670	0.0807162270	0.0802797917	0.0800413300	0.0804456517	0.0805280511	0.0803641267	0.0801130034	0.0804124209	0.0803073618
-1.3520037255	0.0811852695	0.0814889321	0.0811298151	0.0807011623	0.0811804721	0.0813575136	0.0813576248	0.0811186313	0.0811610335	0.0811595054
-1.3115996851	0.0818823853	0.0820669400	0.0816724462	0.0816604179	0.0820074203	0.0821143894	0.0817321829	0.0817872210	0.0817917282	0.0817220480
