# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.9230758162	0.0634640053	0.0630889791	0.0629526758	0.0630723438	0.0634113636	0.0627306583	0.0629629883	0.0633363950	0.0628570850	0.0627629048
-1.8826717758	0.0648908826	0.0645623219	0.0647324986	0.0646335018	0.0647598008	0.0644403704	0.0645868138	0.0647327125	0.0642514087	0.0645516776
-1.8422677354	0.0664016679	0.0662941213	0.0660818200	0.0660033127	0.0664406250	0.0658811552	0.0661263777	0.0661880878	0.0660136463	0.0660718043
-1.8018636950	0.0677854745	0.0675456652	0.0672834207	0.0674230204	0.0677956494	0.0673829086	0.0676448249	0.0676459989	0.0674227370	0.0676165729
-1.7614596546	0.0693089493	0.0693080678	0.0689088447	0.0690161821	0.0692440609	0.0689991677	0.0690881116	0.0690897852	0.0688401490	0.0688297843
-1.7210556142	0.0708661689	0.0707886467	0.0703812911	0.0703178053	0.0708486967	0.0703938338	0.0703523664	0.0703072466	0.0702156067	0.0703074015
-1.6806515738	0.0723106802	0.0720942372	0.0716414069	0.0715412035	0.0721279895	0.0716770162	0.0718087631	0.0720257617	0.0716025000	0.0715709082
-1.6402475334	0.0732112970	0.0734070810	0.0729798418	0.0730614219	0.0732499479	0.0730072850	0.0732461551	0.0734695564	0.0729461413	0.0729073377
-1.5998434930	0.0745834041	0.0747594953	0.0744590640	0.0741605438	0.0746929401	0.0744840456	0.0743854157	0.0747593738	0.0744857333	0.0741100376
-1.5594394526	0.0757292630	0.0760104251	0.0755716625	0.0754572602	0.0758631322	0.0759045222	0.0756649772	0.0757711717	0.0757257502	0.0755392269
-1.5190354122	0.0771407948	0.0773780899	0.0768871234	0.0768695468	0.0771538209	0.0769559202	0.0768388067	0.0769170647	0.0771368091	0.0768055269
-1.4786313718	0.0784511610	0.0784886351	0.0781736165	0.0779834704	0.0780725802	0.0781460786	0.0780078123	0.0781843859	0.0782261684	0.0780108612
-1.4382273314	0.0793283458	0.0797470106	0.0790531937	0.0791656288	0.0794691925	0.0792616270	0.0790892287	0.0794859960	0.0794266497	0.0790061020
-1.3978232910	0.0805986099	0.0808276418	0.0801073625	0.0802839709	0.0802827681	0.0800089922	0.0801963208	0.0803491489	0.0803205533	0.0798553190
-1.3574192506	0.0812603812	0.0814901822	0.0809713373	0.0812403028	0.0812095610	0.0812033582	0.0811092941	0.0812000541	0.0811374259	0.0807200283
-1.3170152102	0.0820436360	0.0821954969	0.0817333286	0.0819582524	0.0818789454	0.0815796856	0.0817906910	0.0817571249	0.0818850606	0.0816576068
-1.2766111698	0.0823975909	0.0828413883	0.0820146960	0.0823397665	0.0823804612	0.0820181249	0.0821471481	0.0822807932	0.0822978219	0.0818901559
-1.2362071294	0.0824536273	0.0826363000	0.0824362428	0.0823161269	0.0822307977	0.0821360325	0.0823744355	0.0826858101	0.0824081222	0.0823703347
-1.1958030890	0.0823876391	0.0824227368	0.0818924907	0.0822430945	0.0820596340	0.0818758965	0.0820191905	0.0823208826	0.0819087029	0.0818895448
-1.1553990486	0.0815823627	0.0820230425	0.0815782562	0.0817185540	0.0813681677	0.0812914231	0.0816599376	0.0818902655	0.0815698658	0.0814987211
-1.1149950082	0.0811398186	0.0813728753	0.0809022862	0.0808014928	0.0809995911	0.0810778897	0.0810560252	0.0812908625	0.0812096854	0.0808847813
