# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-1.9472329091	0.0621542105	0.0615475933	0.0623137459	0.0621793534	0.0620540843	0.0619913239	0.0617259259	0.0619870516	0.0620992430	0.0621304262
-1.9068288687	0.0638329770	0.0631634493	0.0637830541	0.0639418140	0.0635075696	0.0639110196	0.0635552098	0.0637439130	0.0636825214	0.0633622093
-1.8664248282	0.0652613644	0.0648414223	0.0651196552	0.0651138061	0.0648017511	0.0651545001	0.0651923403	0.0654933018	0.0653230683	0.0651096086
-1.8260207878	0.0666318038	0.0663847699	0.0667776207	0.0667539714	0.0664263150	0.0665297349	0.0665939010	0.0668266916	0.0668578546	0.0666021290
-1.7856167474	0.0682689869	0.0674953093	0.0681381523	0.0679952719	0.0679407051	0.0681937682	0.0680355952	0.0683536997	0.0683301069	0.0680374628
-1.7452127070	0.0696138017	0.0691633719	0.0695815014	0.0695544677	0.0693453078	0.0695071879	0.0694722852	0.0695571495	0.0697770760	0.0692739964
-1.7048086666	0.0706597575	0.0705280052	0.0710852151	0.0708868452	0.0708808640	0.0708894290	0.0707435089	0.0710307060	0.0709449107	0.0708678816
-1.6644046262	0.0723125986	0.0719925770	0.0723152382	0.0721998360	0.0722333744	0.0726598949	0.0722220551	0.0723885566	0.0725054171	0.0723653098
-1.6240005858	0.0735967906	0.0732498184	0.0736422147	0.0735970170	0.0735776304	0.0738897471	0.0736560288	0.0736511604	0.0739919932	0.0737065397
-1.5835965454	0.0750828966	0.0744959038	0.0751279328	0.0750591872	0.0747368098	0.0752986756	0.0747941465	0.0749907915	0.0752209051	0.0749205808
-1.5431925050	0.0761374381	0.0760219592	0.0763388569	0.0761005807	0.0760268193	0.0763179692	0.0761423617	0.0761963709	0.0765079755	0.0760595448
-1.5027884646	0.0773374580	0.0770738339	0.0774478072	0.0775150944	0.0773358184	0.0776367190	0.0774222940	0.0775571448	0.0776856730	0.0774645498
-1.4623844242	0.0785378655	0.0782553877	0.0786999904	0.0784922622	0.0783813440	0.0786159106	0.0784025262	0.0786259888	0.0787154979	0.0787658649
-1.4219803838	0.0797174827	0.0793737069	0.0798832907	0.0797380028	0.0793501409	0.0799414767	0.0795729377	0.0797633631	0.0796212080	0.0796801356
-1.3815763434	0.0807986188	0.0802758337	0.0806715436	0.0803640891	0.0803858572	0.0809767934	0.0805060291	0.0805922036	0.0806503365	0.0805846278
-1.3411723030	0.0813617147	0.0811113006	0.0815504868	0.0813309213	0.0813829274	0.0815878280	0.0812310406	0.0816626933	0.0816307273	0.0814098125
-1.3007682626	0.0820672469	0.0815977733	0.0821208648	0.0819191634	0.0816592177	0.0821831402	0.0819379992	0.0818466538	0.0820496857	0.0820089706
-1.2603642222	0.0823880085	0.0822474255	0.0824988955	0.0821319334	0.0818913394	0.0825443110	0.0821769706	0.0822906992	0.0825142442	0.0823239915
-1.2199601818	0.0822050140	0.0818572141	0.0824240777	0.0822911864	0.0819665883	0.0823996597	0.0820854453	0.0820760469	0.0824642708	0.0821922931
-1.1795561414	0.0815679369	0.0816257566	0.0820894884	0.0816425740	0.0815865581	0.0821787718	0.0816894007	0.0817657797	0.0820230778	0.0820752998
-1.1391521010	0.0812585224	0.0812697745	0.0813968686	0.0811815115	0.0813192293	0.0818580599	0.0810668555	0.0814606681	0.0816025305	0.0815354647
-1.0987480606	0.0806284629	0.0807120805	0.0811015340	0.0805967834	0.0807569900	0.0811362778	0.0807097598	0.0807225200	0.0809036558	0.0810621924
-1.0583440202	0.0804649281	0.0804555838	0.0809928562	0.0803436062	0.0802282005	0.0807689144	0.0804043091	0.0804170666	0.0808452595	0.0807156053
-1.0179399798	0.0806345050	0.0804027838	0.0807442925	0.0805119064	0.0804282222	0.0812858485	0.0805359249	0.0809070065	0.0807941174	0.0806712279
-0.9775359394	0.0812673481	0.0813463642	0.0817219115	0.0811147655	0.0812590774	0.0818361780	0.0814293846	0.0814144180	0.0816638252	0.0814127182
-0.9371318990	0.0828750594	0.0825889474	0.0829511562	0.0828673578	0.0825919760	0.0831464669	0.0825367448	0.0827029874	0.0832337024	0.0828711616
