# Time (hours) 	 Flux Target 	 Flux Comp1 	 Flux Comp2 	 Flux Comp3 	 Flux Comp4 	 Flux Comp5 	 Flux Comp6 	 Flux Comp7 	 Flux Comp8 	 Flux Comp9 
-2.0100843369	0.0599460805	0.0596138886	0.0594894760	0.0597979399	0.0598773734	0.0596607972	0.0596223556	0.0593220040	0.0594515564	0.0594348733
-1.9696802965	0.0614512885	0.0612532162	0.0612195681	0.0615172447	0.0613726443	0.0615099181	0.0608828725	0.0613691696	0.0611457703	0.0609282156
-1.9292762560	0.0631966192	0.0628079577	0.0629433051	0.0628028999	0.0630459254	0.0628253479	0.0624971485	0.0628549310	0.0626963642	0.0627003514
-1.8888722156	0.0646605366	0.0643561808	0.0643881043	0.0644082891	0.0645642420	0.0645338283	0.0640959755	0.0643240088	0.0641845112	0.0640148971
-1.8484681752	0.0661241947	0.0657667676	0.0658180107	0.0657939548	0.0657261955	0.0658644998	0.0656045737	0.0658382303	0.0658417385	0.0657138117
-1.8080641348	0.0676939950	0.0675028691	0.0672139904	0.0672860725	0.0672631575	0.0675556117	0.0672663130	0.0672805782	0.0672407367	0.0672793883
-1.7676600944	0.0693090239	0.0689715594	0.0686171171	0.0684830205	0.0687570249	0.0689625715	0.0686488532	0.0688692847	0.0688188602	0.0685952872
-1.7272560540	0.0706463874	0.0703460627	0.0701008860	0.0699025715	0.0702781056	0.0702764360	0.0701256137	0.0700862239	0.0702298056	0.0700436146
-1.6868520136	0.0720084561	0.0715256972	0.0714054537	0.0715609206	0.0716935735	0.0717281543	0.0713503863	0.0715240840	0.0715883540	0.0715098616
-1.6464479732	0.0733651755	0.0730531705	0.0727973005	0.0729693880	0.0727293730	0.0728193228	0.0727089513	0.0730116885	0.0728135634	0.0727737106
-1.6060439328	0.0745033773	0.0744127055	0.0744070549	0.0744480788	0.0742117275	0.0745139653	0.0739832101	0.0740971084	0.0742630110	0.0740935398
-1.5656398924	0.0758117037	0.0755353313	0.0754499110	0.0755413345	0.0754557849	0.0756442525	0.0755077034	0.0755732537	0.0753031442	0.0753279060
-1.5252358520	0.0768398771	0.0765406763	0.0768235086	0.0766733256	0.0766535229	0.0766984048	0.0766782593	0.0767033561	0.0765754399	0.0764332865
-1.4848318116	0.0781415394	0.0779367711	0.0779869625	0.0780133525	0.0778538374	0.0780883359	0.0780995944	0.0776956926	0.0779307708	0.0776176155
-1.4444277712	0.0792301337	0.0789643952	0.0793714233	0.0789042896	0.0791521433	0.0789245103	0.0790251226	0.0789617996	0.0790396056	0.0788300486
-1.4040237308	0.0803622842	0.0800615561	0.0800040943	0.0800679757	0.0797491731	0.0800365728	0.0801406129	0.0801766419	0.0802215738	0.0797455450
-1.3636196904	0.0812714136	0.0810786222	0.0809710658	0.0810156047	0.0808963270	0.0809114890	0.0808166757	0.0810045283	0.0811301509	0.0806333892
-1.3232156500	0.0817980395	0.0816376884	0.0818267912	0.0815954363	0.0815162194	0.0818489718	0.0815630801	0.0814336565	0.0816808473	0.0814267092
-1.2828116096	0.0826585138	0.0820892463	0.0822270674	0.0819860074	0.0820483983	0.0818415212	0.0818203947	0.0821277164	0.0821783431	0.0815506991
-1.2424075692	0.0827825758	0.0822972303	0.0821927406	0.0821298879	0.0820921505	0.0819314159	0.0822473919	0.0822442212	0.0823037754	0.0819512866
-1.2020035288	0.0825960586	0.0822846163	0.0821917340	0.0820642512	0.0822237635	0.0817866489	0.0818325733	0.0819600804	0.0821099113	0.0818531154
-1.1615994884	0.0818387093	0.0817594462	0.0815782591	0.0814971710	0.0814136926	0.0814622185	0.0817110762	0.0814731922	0.0816146853	0.0811138014
-1.1211954480	0.0812804170	0.0811125797	0.0812994078	0.0813269121	0.0810191736	0.0809917273	0.0808301660	0.0811950197	0.0813364507	0.0807670829
-1.0807914076	0.0808881112	0.0805338532	0.0806065837	0.0805616125	0.0805675386	0.0807270044	0.0806176497	0.0806212098	0.0806774969	0.0803929664
-1.0403873672	0.0805756330	0.0807508202	0.0805331417	0.0807215891	0.0803104871	0.0805949333	0.0802173952	0.0805985877	0.0805694384	0.0801953176
-0.9999833268	0.0811844843	0.0811938513	0.0807835553	0.0810582451	0.0810860876	0.0809401582	0.0808228273	0.0809184967	0.0809514978	0.0809143569
-0.9595792863	0.0819657213	0.0822608726	0.0822594231	0.0819723872	0.0821827431	0.0818639999	0.0817043660	0.0817406004	0.0819401694	0.0819087186
-0.9191752459	0.0836507025	0.0839969728	0.0835197682	0.0835801503	0.0835953490	0.0835135316	0.0835040041	0.0834684154	0.0837140164	0.0833954327
-0.8787712055	0.0855157521	0.0857328535	0.0855299279	0.0855393865	0.0856523955	0.0856020911	0.0857829829	0.0857192732	0.0857798315	0.0855963543
-0.8383671651	0.0873463036	0.0879505911	0.0876452350	0.0875881219	0.0880218999	0.0878030591	0.0877484844	0.0874721835	0.0878709074	0.0878886005
-0.7979631247	0.0892513157	0.0899045276	0.0895968812	0.0898022224	0.0900399264	0.0900346706	0.0898878092	0.0897037213	0.0900383280	0.0900001459
-0.7575590843	0.0908258859	0.0918063368	0.0914165926	0.0916440979	0.0921877540	0.0917435663	0.0916835736	0.0916564705	0.0916984449	0.0915865944
-0.7171550439	0.0920840871	0.0933548732	0.0928992748	0.0930866178	0.0935051780	0.0931750849	0.0932256819	0.0930839276	0.0933312923	0.0932637026
-0.6767510035	0.0931845103	0.0947138986	0.0941718607	0.0942648065	0.0949648436	0.0943531704	0.0944284393	0.0944454868	0.0945935149	0.0944060159
-0.6363469631	0.0939252747	0.0957457088	0.0951067107	0.0954505593	0.0958969940	0.0955006983	0.0955217550	0.0952566184	0.0955628411	0.0954075802
-0.5959429227	0.0944080260	0.0965468524	0.0956392736	0.0962492029	0.0963306467	0.0960955607	0.0963779971	0.0960727398	0.0960796422	0.0960733874
-0.5555388823	0.0949670415	0.0972206027	0.0963620321	0.0967253753	0.0970454080	0.0966844030	0.0970795180	0.0965037605	0.0967692638	0.0966234168
-0.5151348419	0.0955088785	0.0974751852	0.0971683300	0.0971979654	0.0976760322	0.0971599671	0.0975008752	0.0969965270	0.0976435710	0.0974957123
-0.4747308015	0.0957781519	0.0979391891	0.0976843769	0.0975904172	0.0979416192	0.0979168761	0.0978405250	0.0977092690	0.0977592351	0.0979361796
-0.4343267611	0.0961100870	0.0982894625	0.0979382603	0.0980164472	0.0981841355	0.0981841419	0.0981901781	0.0978684547	0.0981803429	0.0982479815
-0.3939227207	0.0966595163	0.0984804014	0.0982426198	0.0982108301	0.0984235561	0.0983327160	0.0986719269	0.0982608351	0.0983802346	0.0984833080
-0.3535186803	0.0968516737	0.0988355288	0.0985536184	0.0987741476	0.0990176627	0.0985706056	0.0989441532	0.0985556812	0.0988007244	0.0988492847
-0.3131146399	0.0969236621	0.0991588113	0.0987079523	0.0988548870	0.0989208853	0.0988265084	0.0993155119	0.0988280349	0.0988283590	0.0991721455
-0.2727105995	0.0971377378	0.0995748547	0.0987166284	0.0993943431	0.0994382422	0.0992230971	0.0994621339	0.0994129409	0.0991043732	0.0992775671
-0.2323065591	0.0975536479	0.0995631304	0.0991946122	0.0995473165	0.0995510549	0.0993687036	0.0997025835	0.0994478384	0.0993232990	0.0993915777
-0.1919025187	0.0976542390	0.0998048981	0.0994230249	0.0996716476	0.0995797704	0.0995700065	0.0998855515	0.0998262847	0.0995199112	0.0997024338
-0.1514984783	0.0977202700	0.1000608579	0.0993139558	0.0998755139	0.0997795537	0.0996088580	0.1002455183	0.1000442609	0.0994027076	0.0998523222
-0.1110944379	0.0980003942	0.1001727038	0.0996690633	0.1001031644	0.0997911901	0.0998583618	0.1001715370	0.1000332064	0.0995128790	0.1001373753
-0.0706903975	0.0981157248	0.1000796826	0.0995485189	0.0998825618	0.0999064581	0.0998668705	0.1002026706	0.1002435636	0.0998812805	0.1002901950
-0.0302863571	0.0982140509	0.1000268823	0.0995584224	0.0999771177	0.0998987401	0.0998920108	0.1003292011	0.1001935821	0.0996680598	0.1000660698
0.0101176833	0.0981344054	0.1001719229	0.0996230318	0.0998900339	0.1002251342	0.0998786727	0.1003089351	0.1002044366	0.0996601567	0.1002563331
0.0505217238	0.0981111491	0.1000002028	0.0995716978	0.0999506489	0.0997818957	0.0999008600	0.1001194099	0.1001623457	0.0998973162	0.1003331518
0.0909257642	0.0978867156	0.1000698780	0.0997763084	0.0997889554	0.0996192991	0.0998415951	0.1002435599	0.1000027761	0.0997080273	0.1002651476
